title,text,stars,publishedAtDate,likesCount,platform
PLTD_Apung,udh pernah naik ke kapal itu thn 2015 lalu dan agak merinding dikit pas d sana,,27/12/2024 17:05,2,TikTok
PLTD_Apung,merinding naek ke kapal ini,,27/12/2024 19:53,16,TikTok
PLTD_Apung,"sudah pernah masuk tapi jujur dalamnya panas bnget hrusnya dikasih AC duduk atau alat pndingin lainya,buat aku yg bukan asli dari Aceh kulit terasa kebakar ??",,27/12/2024 16:54,11,TikTok
PLTD_Apung,memang besar kuasan Allah,,27/12/2024 21:09,1,TikTok
PLTD_Apung,"aku pernah ke sini terus pas naik aku merinding, sama tiba tiba bawaanya sedih sama mau nangis . dan gak nyaman bgt di dalem kapal. jadi gak berani lama lama di atas.",,28/12/2024 02:51,11,TikTok
PLTD_Apung,Maha kuasa Allah,,27/12/2024 16:15,0,TikTok
PLTD_Apung,jadiin duet,,15/11/2025 14:45,0,TikTok
PLTD_Apung,udh masuk sya ke situ bayar masuk nya,,08/11/2025 21:01,0,TikTok
PLTD_Apung,sebelum ribuan,,27/12/2024 13:57,1,TikTok
PLTD_Apung,kpn bisa k Aceh,,29/12/2024 07:34,0,TikTok
PLTD_Apung,itu klw ngak salah masih ada mayat di bawah kapal nya,,29/12/2024 17:34,0,TikTok
PLTD_Apung,kebayang ada mayat gak di bawah kapal nya,,29/12/2024 16:11,0,TikTok
PLTD_Apung,???????? IP o,,06/01/2025 13:04,0,TikTok
PLTD_Apung,"mudah""an Tuhan Mengijinkan aq bisa datang kesini ????",,30/12/2024 11:40,0,TikTok
PLTD_Apung,"Aku dari Makassar, tahun 2019 pernah ke sini sekeluarga, ke kapal kayu yang diatas rumah juga, kebayang gimana kuatnya gelombang tsunami",,29/12/2024 20:52,0,TikTok
PLTD_Apung,sy SDH lihat dan naik ke atas kapal nya,,06/02/2025 12:32,0,TikTok
PLTD_Apung,"Waktu kecil pernah kesini setahun setelah kejadian tsunami, bau nya kenceng banget padahal dari dalem mobil dan kaca di tutup semua",,01/01/2025 13:07,0,TikTok
PLTD_Apung,kami pernah di situ,,27/05/2026 11:44,0,TikTok
PLTD_Apung,udah aku masuk ke dalam kapal itu,,17/01/2025 11:06,0,TikTok
PLTD_Apung,aku yakin di gwah kapal ini bner ak korban jwa yg tertidih??????????????????,,30/12/2024 16:47,0,TikTok
PLTD_Apung,Alhamdulillah saya dari Pasaman udah pernah kesini thn 2017 .,,27/12/2024 16:22,0,TikTok
PLTD_Apung,Alhamdulillah saya dari Bekasi 2014 saya sudah kesini naik dikapal ini ??????,,27/12/2024 14:08,1,TikTok
PLTD_Apung,itu di punge blang banda aceh,,28/12/2024 11:27,1,TikTok
PLTD_Apung,Allahhuakbar..??,,27/12/2024 17:49,0,TikTok
PLTD_Apung,"dahsyat ny kuasa Allah,ap sih yg TDK bagi Allah ????",,28/12/2024 21:23,0,TikTok
PLTD_Apung,orang yg ada di dalam kapal ini pd kemana pada saat kejadian?,,28/12/2024 10:19,0,TikTok
PLTD_Apung,Saya sudah sampai kedalam cuman tak sampai keatas nyesel tak sampai keatas semoga besok bisa kesana lagi,,29/12/2024 00:11,1,TikTok
PLTD_Apung,"aq GK tega naik2 kapal,GK kebayang pasti ada mayat di bawah kapal itu??",,28/12/2024 09:13,0,TikTok
PLTD_Apung,Allah Maha Berkuasa,,27/12/2024 20:08,0,TikTok
PLTD_Apung,"terseret 5 km, bukan 3 km",,27/12/2024 21:52,0,TikTok
PLTD_Apung,"Dulu perna naik kapal ini saat main main ke aceh ,,masyallah kebayang betapa besar dan tinggi nya kapa ini",,27/12/2024 22:01,0,TikTok
PLTD_Apung,klou dulu kesana bisa sakit. seperti kesurupan????,,27/12/2024 20:16,0,TikTok
PLTD_Apung,aku udah pergi sayang banget ??????????????????????????????????????,,17/05/2026 13:31,0,TikTok
PLTD_Apung,"serius nanya, pas kapal ini terdampar dlm nya ada manusia nya ga ya?",,04/05/2026 11:54,0,TikTok
PLTD_Apung,??,,15/11/2025 22:46,0,TikTok
PLTD_Apung,??,,22/07/2025 15:25,0,TikTok
PLTD_Apung,??,,22/07/2025 15:25,0,TikTok
PLTD_Apung,??,,08/07/2025 07:41,0,TikTok
PLTD_Apung,??,,06/07/2025 18:59,0,TikTok
PLTD_Apung,??,,19/11/2025 08:57,0,TikTok
PLTD_Apung,??,,16/12/2025 12:57,0,TikTok
PLTD_Apung,??,,22/07/2025 15:25,0,TikTok
PLTD_Apung,??,,07/08/2025 09:23,0,TikTok
PLTD_Apung,??,,16/12/2025 16:51,0,TikTok
PLTD_Apung,??,,21/10/2025 12:27,0,TikTok
PLTD_Apung,??,,25/10/2025 13:12,0,TikTok
PLTD_Apung,??,,25/11/2025 15:08,0,TikTok
PLTD_Apung,@call_mee @kyen @alifiaa,,11/05/2026 17:06,0,TikTok
PLTD_Apung,??,,26/10/2025 15:40,0,TikTok
PLTD_Apung,??,,27/12/2024 15:48,0,TikTok
PLTD_Apung,"Alhamdulillah, saya sudah naik ke kapal ini 2017.",,28/12/2024 16:25,0,TikTok
PLTD_Apung,aku perna ke sama bg,,29/12/2024 01:00,0,TikTok
PLTD_Apung,??,,02/05/2026 18:50,0,TikTok
PLTD_Apung,??,,10/12/2025 18:08,0,TikTok
PLTD_Apung,??,,06/12/2025 12:55,0,TikTok
PLTD_Apung,??,,12/11/2025 17:32,0,TikTok
PLTD_Apung,??,,12/11/2025 05:12,0,TikTok
PLTD_Apung,??,,11/11/2025 23:48,0,TikTok
